analysis_id,outcome,measure,biomarker,approved,cutoff_cl,time_match,studies,k,estimate,ci_low,ci_high,p_value,tau2
1.1,ADAS-Cog scale at 18 months,SMD,FALSE,TRUE,NA,FALSE,EMERGE 2022; ENGAGE 2022; ENVISION; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,5,-0.15943343285323305,-0.2337231714476092,-0.0851436942588569,0.003982422476629395,6.083880059739138e-7
1.1,ADAS-Cog scale at 18 months,SMD,FALSE,TRUE,NA,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,FALSE,TRUE,5,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,FALSE,TRUE,5,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,FALSE,TRUE,10,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,FALSE,TRUE,10,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,FALSE,TRUE,20,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,FALSE,TRUE,20,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,FALSE,TRUE,30,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,FALSE,TRUE,30,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,FALSE,NA,FALSE,EMERGE 2022; ENGAGE 2022; ENVISION; CREAD 2 2022; TRAILBLAZER-ALZ 2 2023; SCarlet RoAD 2017; CLARITY AD 2023; EXPEDITION 3 2018,8,-0.12693798799271386,-0.18569856527161718,-0.06817741071381053,0.0013868065435891758,5.078233080040514e-4
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,FALSE,NA,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,FALSE,5,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; SCarlet RoAD 2017; CLARITY AD 2023,5,-0.14816485834270612,-0.22343646491349411,-0.07289325177191815,0.005451637565942353,4.534095218711622e-6
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,FALSE,5,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,FALSE,10,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; SCarlet RoAD 2017; CLARITY AD 2023,5,-0.14816485834270612,-0.22343646491349411,-0.07289325177191815,0.005451637565942353,4.534095218711622e-6
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,FALSE,10,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,FALSE,20,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,FALSE,20,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,FALSE,30,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,FALSE,30,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,TRUE,NA,FALSE,EMERGE 2022; ENGAGE 2022; ENVISION; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,5,-0.15943343285323305,-0.2337231714476092,-0.0851436942588569,0.003982422476629395,6.083880059739138e-7
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,TRUE,NA,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,TRUE,5,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,TRUE,5,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,TRUE,10,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,TRUE,10,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,TRUE,20,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,TRUE,20,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,TRUE,30,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.1,ADAS-Cog scale at 18 months,SMD,TRUE,TRUE,30,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; CLARITY AD 2023,4,-0.15821372109714954,-0.2369801826643447,-0.07944725952995438,0.007753223646151914,0
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,FALSE,NA,FALSE,Marguerite RoAD 2024; CREAD 2022,2,-0.2134511150771982,-0.8099558948678978,0.38305366471350144,0.4830868444649154,0.13068342239449993
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,FALSE,NA,TRUE,CREAD 2022,1,0.035927,-0.26854724000000013,0.3404012400000001,0.8171020854746134,0
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,FALSE,5,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,FALSE,5,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,FALSE,10,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,FALSE,10,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,FALSE,20,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,FALSE,20,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,FALSE,30,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,FALSE,30,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,TRUE,NA,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,TRUE,NA,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,TRUE,5,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,TRUE,5,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,TRUE,10,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,TRUE,10,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,TRUE,20,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,TRUE,20,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,TRUE,30,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,FALSE,TRUE,30,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,FALSE,NA,FALSE,Marguerite RoAD 2024; CREAD 2022,2,-0.2134511150771982,-0.8099558948678978,0.38305366471350144,0.4830868444649154,0.13068342239449993
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,FALSE,NA,TRUE,CREAD 2022,1,0.035927,-0.26854724000000013,0.3404012400000001,0.8171020854746134,0
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,FALSE,5,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,FALSE,5,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,FALSE,10,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,FALSE,10,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,FALSE,20,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,FALSE,20,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,FALSE,30,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,FALSE,30,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,TRUE,NA,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,TRUE,NA,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,TRUE,5,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,TRUE,5,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,TRUE,10,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,TRUE,10,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,TRUE,20,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,TRUE,20,TRUE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,TRUE,30,FALSE,,0,NA,NA,NA,NA,NA
1.2,ADAS-Cog scale at 24 months,SMD,TRUE,TRUE,30,TRUE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,FALSE,NA,FALSE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,FALSE,NA,TRUE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,FALSE,5,FALSE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,FALSE,5,TRUE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,FALSE,10,FALSE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,FALSE,10,TRUE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,FALSE,20,FALSE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,FALSE,20,TRUE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,FALSE,30,FALSE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,FALSE,30,TRUE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,TRUE,NA,FALSE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,TRUE,NA,TRUE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,TRUE,5,FALSE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,TRUE,5,TRUE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,TRUE,10,FALSE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,TRUE,10,TRUE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,TRUE,20,FALSE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,TRUE,20,TRUE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,TRUE,30,FALSE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,FALSE,TRUE,30,TRUE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,FALSE,NA,FALSE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,FALSE,NA,TRUE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,FALSE,5,FALSE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,FALSE,5,TRUE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,FALSE,10,FALSE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,FALSE,10,TRUE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,FALSE,20,FALSE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,FALSE,20,TRUE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,FALSE,30,FALSE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,FALSE,30,TRUE,GRADUATE I 2023; GRADUATE II 2023,2,-0.1176549874200436,-0.2063118610737351,-0.028998113766352113,0.009294325651543705,0
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,TRUE,NA,FALSE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,TRUE,NA,TRUE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,TRUE,5,FALSE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,TRUE,5,TRUE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,TRUE,10,FALSE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,TRUE,10,TRUE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,TRUE,20,FALSE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,TRUE,20,TRUE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,TRUE,30,FALSE,,0,NA,NA,NA,NA,NA
1.3,ADAS-Cog scale above 24 months,SMD,TRUE,TRUE,30,TRUE,,0,NA,NA,NA,NA,NA
1.4,MMSE scale at 18 months,SMD,FALSE,FALSE,NA,FALSE,EMERGE 2022; ENGAGE 2022; ENVISION; CREAD 2 2022; TRAILBLAZER-ALZ 2 2023; EXPEDITION - EXPEDITION 2 2016; EXPEDITION 3 2018; SCarlet RoAD 2017,8,0.11479570285245184,0.04137632887883541,0.18821507682606828,0.007682938339376513,1.971686445176898e-6
1.4,MMSE scale at 18 months,SMD,FALSE,FALSE,NA,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023,3,0.1026725257995173,-0.1593302841719178,0.3646753357709524,0.23382211826503133,0.0052558372475988826
1.4,MMSE scale at 18 months,SMD,FALSE,FALSE,5,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; SCarlet RoAD 2017,4,0.09558999252506317,-0.052396981841620754,0.2435769668917471,0.13204527419609205,0.002954786261643483
1.4,MMSE scale at 18 months,SMD,FALSE,FALSE,5,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023,3,0.1026725257995173,-0.1593302841719178,0.3646753357709524,0.23382211826503133,0.0052558372475988826
1.4,MMSE scale at 18 months,SMD,FALSE,FALSE,10,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023; SCarlet RoAD 2017,4,0.09558999252506317,-0.052396981841620754,0.2435769668917471,0.13204527419609205,0.002954786261643483
1.4,MMSE scale at 18 months,SMD,FALSE,FALSE,10,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023,3,0.1026725257995173,-0.1593302841719178,0.3646753357709524,0.23382211826503133,0.0052558372475988826
1.4,MMSE scale at 18 months,SMD,FALSE,FALSE,20,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023,3,0.1026725257995173,-0.1593302841719178,0.3646753357709524,0.23382211826503133,0.0052558372475988826
1.4,MMSE scale at 18 months,SMD,FALSE,FALSE,20,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023,3,0.1026725257995173,-0.1593302841719178,0.3646753357709524,0.23382211826503133,0.0052558372475988826
1.4,MMSE scale at 18 months,SMD,FALSE,FALSE,30,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023,3,0.1026725257995173,-0.1593302841719178,0.3646753357709524,0.23382211826503133,0.0052558372475988826
1.4,MMSE scale at 18 months,SMD,FALSE,FALSE,30,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023,3,0.1026725257995173,-0.1593302841719178,0.3646753357709524,0.23382211826503133,0.0052558372475988826
1.4,MMSE scale at 18 months,SMD,FALSE,TRUE,NA,FALSE,EMERGE 2022; ENGAGE 2022; ENVISION; TRAILBLAZER-ALZ 2 2023,4,0.10871093875140207,-0.1859664977502633,0.4033883752530675,0.3250932085243802,0.005352795072542433
1.4,MMSE scale at 18 months,SMD,FALSE,TRUE,NA,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023,3,0.1026725257995173,-0.1593302841719178,0.3646753357709524,0.23382211826503133,0.0052558372475988826
1.4,MMSE scale at 18 months,SMD,FALSE,TRUE,5,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023,3,0.1026725257995173,-0.1593302841719178,0.3646753357709524,0.23382211826503133,0.0052558372475988826
1.4,MMSE scale at 18 months,SMD,FALSE,TRUE,5,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023,3,0.1026725257995173,-0.1593302841719178,0.3646753357709524,0.23382211826503133,0.0052558372475988826
1.4,MMSE scale at 18 months,SMD,FALSE,TRUE,10,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023,3,0.1026725257995173,-0.1593302841719178,0.3646753357709524,0.23382211826503133,0.0052558372475988826
1.4,MMSE scale at 18 months,SMD,FALSE,TRUE,10,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023,3,0.1026725257995173,-0.1593302841719178,0.3646753357709524,0.23382211826503133,0.0052558372475988826
1.4,MMSE scale at 18 months,SMD,FALSE,TRUE,20,FALSE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023,3,0.1026725257995173,-0.1593302841719178,0.3646753357709524,0.23382211826503133,0.0052558372475988826
1.4,MMSE scale at 18 months,SMD,FALSE,TRUE,20,TRUE,EMERGE 2022; ENGAGE 2022; TRAILBLAZER-ALZ 2 2023,3,0.1026725257995173,-0.1593302841719178,0.3646753357709524,0.23382211826503133,0.0052558372475988826
