Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
4,3,Any ARIA E at 24 months,Crenezumab,2,SUBGROUP_AND_OVERALL,CREAD 2022,2022,,,,,1,399,,,1,397,,,10.483839446652851,0.9949874686716792,0.062452538018152245,15.852038911948236,,Low risk,<p>Central randomisation. The Master Medication List was not available at the study center.</p>,Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>In the safety analysis all randomised participants were included&nbsp;</p>,Low risk,<p>MRI readers and assessors were blinded.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Low risk,"<p>Central randomisation. The Master Medication List was not available at the study center.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>In the safety analysis all randomised participants were included&nbsp;</p><p>MRI readers and assessors were blinded.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
4,3,Any ARIA E at 24 months,Gantenerumab,3,SUBGROUP_AND_OVERALL,Marguerite RoAD 2024,2024,,,,,18,192,,,3,195,,,44.85570687574518,6.09375,1.8246064064892265,20.35167087566579,,Low risk,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",Low risk,"<p>The study was double-blind for participants, investigators, and outcome assessors.&nbsp;<br>ARIA outcomes were assessed according to randomized assignment, irrespective of dose modifications or temporary interruptions mandated by protocol-defined ARIA management rules.</p>",Some concerns,<p>There is not evidence that the result was not biased by missing outcome data.</p>,Low risk,"<p>All MRI scans were evaluated by a central blinded reader, minimizing differential ascertainment.</p>",Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.&nbsp;</p><p>The study was double-blind for participants, investigators, and outcome assessors.&nbsp;<br>ARIA outcomes were assessed according to randomized assignment, irrespective of dose modifications or temporary interruptions mandated by protocol-defined ARIA management rules.</p><p>There is not evidence that the result was not biased by missing outcome data.</p><p>All MRI scans were evaluated by a central blinded reader, minimizing differential ascertainment.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
4,3,Any ARIA E at 24 months,Gantenerumab,3,SUBGROUP_AND_OVERALL,SCarlet RoAD 2017,2017,,,,,35,260,,,2,266,,,34.80277042700775,17.903846153846153,4.350772528839474,73.67604373150134,,Low risk,<p>Central randomization with minimization and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p>,Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p>",Low risk,<p>Number of event were more than double than number of participants lost at Follow up.</p>,Low risk,<p>All MRIs were centrally read by blinded neuroradiologists.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Low risk,"<p>Central randomization with minimization (biased-coin) and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p><p>Number of event were more than double than number of participants lost at Follow up.</p><p>All MRIs were centrally read by blinded neuroradiologists.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
4,4,Any ARIA E above 24 months,,,SUBGROUP_AND_OVERALL,GRADUATE I 2023,2023,,,,,119,497,,,8,476,,,43.75015620623899,14.246478873239433,7.041110513979182,28.825305309823406,,Low risk,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was &nbsp;1:1, one active to one placebo. The randomization method was stratified by &nbsp;block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent)</p>",Some concerns,"<p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was &nbsp;administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>as treated analysis: those who had received at least one dose of gantenerumab were included in the gantenerumab group, regardless of the trial-group assignment. only 4 participants crossed over from placebo to intervention group</p>",Low risk,<p>n of events at least twice respect to the number of patients with missing data</p>,Low risk,<p>site staff &nbsp;blinded to treatment allocation&nbsp;</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was 1:1, one active to one placebo. The randomization method was stratified by block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent),</p><p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was &nbsp;administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>as treated analysis: those who had received at least one dose of gantenerumab were included in the gantenerumab group, regardless of the trial-group assignment. only 4 participants crossed over from placebo to intervention group</p><p>n of events at least twice respect to the number of patients with missing data</p><p>&nbsp;site staff &nbsp;blinded to treatment allocation&nbsp;</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
4,4,Any ARIA E above 24 months,,,SUBGROUP_AND_OVERALL,GRADUATE II 2023,2023,,,,,128,496,,,18,470,,,56.24984379376101,6.738351254480287,4.18220125755483,10.85681315473154,,Low risk,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was 1:1, one active to one placebo. The randomization method was stratified by block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent)</p>",Some concerns,"<p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was &nbsp;administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>as treated analysis: those who had received at least one dose of gantenerumab were included in the gantenerumab group, regardless of the trial-group assignment. only 3 participants crossed over from placebo to intervention group</p>",Low risk,<p>n of events at least twice respect to the number of patients with missing data</p>,Low risk,<p>site staff &nbsp;blinded to treatment allocation&nbsp;</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was 1:1, one active to one placebo. The randomization method was stratified by block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent),</p><p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was &nbsp;administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>as treated analysis: those who had received at least one dose of gantenerumab were included in the gantenerumab group, regardless of the trial-group assignment. only 3 participants crossed over from placebo to intervention group</p><p>n of events at least twice respect to the number of patients with missing data</p><p>&nbsp;site staff &nbsp;blinded to treatment allocation&nbsp;</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
4,5,Symptomatic ARIA E at 18 months,Donanemab,1,SUBGROUP_AND_OVERALL,TRAILBLAZER-ALZ 2 2023,2023,,,,,52,853,,,1,874,,,66.70117124826962,53.2801875732708,7.382367491768026,384.5349599580896,,Low risk,"<p>Eligible participants were randomly assigned in a 1:1 ratio (Figure 1) by a computer-generated sequence using interactive web response systems, with stratification by baseline tau categorization and enrolling sites; the randomization block size was 4</p>",Low risk,"<p>This is a double-blind study, with design to maintain blinding to treatment. To preserve the blinding of the study, a minimal number of Lilly personnel will see the randomization table and treatment assignments before the study is complete. Investigational product will be prepared by an unblinded pharmacist or other qualified unblinded personnel and will be administered by a blinded nurse or other qualified blinded personnel, as described in the pharmacy preparation instructions. Emergency unblinding at a participant level for AEs may be performed through the IWRS.&nbsp;<br>All unblinding events are recorded and reported by the IWRS. attempts to minimize bias included blinding CDR raters to adverse event information. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;The efficacy analyses were conducted by using the evaluable<br>efficacy population (participants with a baseline and at least 1 post baseline efficacy measurement based on randomized treatment</p>",Low risk,<p>n of events were more than double of missing participants (n:9)</p>,Low risk,<p>Central evaluation of MRI scans</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Low risk,"<p>Eligible participants were randomly assigned in a 1:1 ratio (Figure 1) by a computer-generated sequence using interactive web response systems, with stratification by baseline tau categorization and enrolling sites; the randomization block size was 4</p><p>This is a double-blind study, with design to maintain blinding to treatment. To preserve the blinding of the study, a minimal number of Lilly personnel will see the randomization table and treatment assignments before the study is complete. Investigational product will be prepared by an unblinded pharmacist or other qualified unblinded personnel and will be administered by a blinded nurse or other qualified blinded personnel, as described in the pharmacy preparation instructions. Emergency unblinding at a participant level for AEs may be performed through the IWRS.&nbsp;<br>All unblinding events are recorded and reported by the IWRS. attempts to minimize bias included blinding CDR raters to adverse event information. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;The efficacy analyses were conducted by using the evaluable<br>efficacy population (participants with a baseline and at least 1 post baseline efficacy measurement based on randomized treatment</p><p>n of events were more than double of missing participants (n:9)</p><p>Central evaluation of MRI scans</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
4,5,Symptomatic ARIA E at 18 months,Lecanemab,2,SUBGROUP_AND_OVERALL,CLARITY AD 2023,2023,,,,,25,898,,,0,897,,,33.298828751730376,50.943270300333715,3.1061696077410943,835.5038895574628,,Low risk,"<p>Subjects were assigned to treatments, (allocated 1:1; BAN2401:placebo), based on a computer-generated randomization scheme that was reviewed and approved by an independent statistician.<br>Randomization was performed centrally by an IxRS (INTERACTIVE voice and web response system. The IxRS or clinical supply vendor generated the randomized blister card identification numbers. At enrollment (and after<br>successful completion of Visit 1 and Visit 2), the investigator or designee called the IxRS to register the subject information. At randomization (Visit 3), the IxRS assigned each subject a unique 6-digit randomization number&nbsp;</p>",Low risk,"<p>Subjects and all personnel involved with the conduct and interpretation of the study, including investigators, site personnel, and sponsor staff were blinded to the treatment codes. In the event that emergency conditions require knowledge of the study treatment given, the blind may be broken via the code breaker facility within the IxRS. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;</p><p>Efficacy analyses were performed in the modified intention-to-treat population, which was defined as the group of randomly assigned participants who received at least one dose of lecanemab or placebo and who had a baseline assessment and at least one post-dose primary efficacy (CDR-SB) measurement</p>",Low risk,<p>n.of events more than double than of lost at FU (9 participants lost at FU&nbsp;</p>,Low risk,"<p>An indipendent medical monitoring team, unaware of the trial-group assignments, reviewed ARIA, infusion related reactions, and hypersensitivity reations</p>",Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Low risk,"<p>Subjects were assigned to treatments, (allocated 1:1; BAN2401:placebo), based on a computer-generated randomization scheme that was reviewed and approved by an independent statistician.</p><p>Randomization was performed centrally by an IxRS (INTERACTIVE voice and web response system. The IxRS or clinical supply vendor generated the randomized blister card identification numbers. At enrollment (and after successful completion of Visit 1 and Visit 2), the investigator or designee called the IxRS to register the subject information. At randomization (Visit 3), the IxRS assigned each subject a unique 6-digit randomization number &nbsp;</p><p>Subjects and all personnel involved with the conduct and interpretation of the study, including investigators, site personnel, and sponsor staff were blinded to the treatment codes. In the event that emergency conditions require knowledge of the study treatment given, the blind may be broken via the code breaker facility within the IxRS. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;</p><p>Efficacy analyses were performed in the modified intention-to-treat population, which was defined as the group of randomly assigned participants who received at least one dose of lecanemab or placebo and who had a baseline assessment and at least one post-dose primary efficacy (CDR-SB) measurement</p><p>n.of events more than double than of lost at FU (9 participants lost at FU&nbsp;</p><p>An indipendent medical monitoring team, unaware of the trial-group assignments, reviewed ARIA, infusion related reactions, and hypersensitivity reations</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
4,6,Symptomatic ARIA E above 24 months,,,SUBGROUP_AND_OVERALL,GRADUATE I 2023,2023,,,,,26,497,,,0,476,,,20.905897660289494,50.76506024096386,3.10245243246334,830.662644268968,,Low risk,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was &nbsp;1:1, one active to one placebo. The randomization method was stratified by &nbsp;block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent)</p>",Some concerns,"<p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>The primary efficacy analysis was based on an intent-to-treat (ITT) population, which included all randomized participants during the global enrollment phase, with participants grouped according to their randomly assigned treatment</p>",Low risk,<p>only 1 patient lost at FU in the placebo group</p>,Low risk,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding)</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was 1:1, one active to one placebo. The randomization method was stratified by block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent),</p><p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>The primary efficacy analysis was based on an intent-to-treat (ITT) population, which included all randomized participants during the global enrollment phase, with participants grouped according to their randomly assigned treatment</p><p>only 1 patient lost at FU in the placebo group</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding)</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
4,6,Symptomatic ARIA E above 24 months,,,SUBGROUP_AND_OVERALL,GRADUATE II 2023,2023,,,,,24,496,,,2,470,,,79.0941023397105,11.370967741935486,2.7022835331981745,47.8480166124948,,Low risk,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was 1:1, one active to one placebo. The randomization method was stratified by block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent)</p>",Some concerns,"<p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>The primary efficacy analysis was based on an intent-to-treat (ITT) population, which included all randomized participants during the global enrollment phase, with participants grouped according to their randomly assigned treatment</p>",Low risk,<p>no participants lost at follow up</p>,Low risk,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was 1:1, one active to one placebo. The randomization method was stratified by block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent),</p><p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>The primary efficacy analysis was based on an intent-to-treat (ITT) population, which included all randomized participants during the global enrollment phase, with participants grouped according to their randomly assigned treatment</p><p>No participants lost at FU&nbsp;</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding)</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
4,7,Any ARIA H at 18 months,Donanemab,1,SUBGROUP_AND_OVERALL,TRAILBLAZER-ALZ 2 2023,2023,,,,,268,853,,,119,874,,,100,2.3075452924428856,1.9002351235087331,2.8021612750969918,,Low risk,"<p>Eligible participants were randomly assigned in a 1:1 ratio (Figure 1) by a computer-generated sequence using interactive web response systems, with stratification by baseline tau categorization and enrolling sites; the randomization block size was 4</p>",Low risk,"<p>This is a double-blind study, with design to maintain blinding to treatment. To preserve the blinding of the study, a minimal number of Lilly personnel will see the randomization table and treatment assignments before the study is complete. Investigational product will be prepared by an unblinded pharmacist or other qualified unblinded personnel and will be administered by a blinded nurse or other qualified blinded personnel, as described in the pharmacy preparation instructions. Emergency unblinding at a participant level for AEs may be performed through the IWRS.&nbsp;<br>All unblinding events are recorded and reported by the IWRS. attempts to minimize bias included blinding CDR raters to adverse event information. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;The efficacy analyses were conducted by using the evaluable<br>efficacy population (participants with a baseline and at least 1 post baseline efficacy measurement based on randomized treatment</p>",Low risk,<p>n of events were more than double of missing participants (n:9)</p>,Low risk,<p>Central evaluation of MRI scans</p>,Low risk,"<p>Central evaluation of MRI scans</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Low risk,"<p>Eligible participants were randomly assigned in a 1:1 ratio (Figure 1) by a computer-generated sequence using interactive web response systems, with stratification by baseline tau categorization and enrolling sites; the randomization block size was 4</p><p>This is a double-blind study, with design to maintain blinding to treatment. To preserve the blinding of the study, a minimal number of Lilly personnel will see the randomization table and treatment assignments before the study is complete. Investigational product will be prepared by an unblinded pharmacist or other qualified unblinded personnel and will be administered by a blinded nurse or other qualified blinded personnel, as described in the pharmacy preparation instructions. Emergency unblinding at a participant level for AEs may be performed through the IWRS.&nbsp;<br>All unblinding events are recorded and reported by the IWRS. attempts to minimize bias included blinding CDR raters to adverse event information. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;The efficacy analyses were conducted by using the evaluable<br>efficacy population (participants with a baseline and at least 1 post baseline efficacy measurement based on randomized treatment</p><p>n of events were more than double of missing participants (n:9)</p><p>Central evaluation of MRI scans</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
4,7,Any ARIA H at 18 months,Lecanemab,2,SUBGROUP_AND_OVERALL,CLARITY AD 2023,2023,,,,,155,898,,,81,897,,,100,1.911449311226594,1.4852377835816704,2.4599687065446343,,Low risk,"<p>Subjects were assigned to treatments, (allocated 1:1; BAN2401:placebo), based on a computer-generated randomization scheme that was reviewed and approved by an independent statistician.<br>Randomization was performed centrally by an IxRS (INTERACTIVE voice and web response system. The IxRS or clinical supply vendor generated the randomized blister card identification numbers. At enrollment (and after<br>successful completion of Visit 1 and Visit 2), the investigator or designee called the IxRS to register the subject information. At randomization (Visit 3), the IxRS assigned each subject a unique 6-digit randomization number&nbsp;</p>",Low risk,"<p>Subjects and all personnel involved with the conduct and interpretation of the study, including investigators, site personnel, and sponsor staff were blinded to the treatment codes. In the event that emergency conditions require knowledge of the study treatment given, the blind may be broken via the code breaker facility within the IxRS. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;</p><p>Efficacy analyses were performed in the modified intention-to-treat population, which was defined as the group of randomly assigned participants who received at least one dose of lecanemab or placebo and who had a baseline assessment and at least one post-dose primary efficacy (CDR-SB) measurement</p>",Low risk,<p>n.of events more than double than of n of participants lost at FU (n: 9)</p>,Low risk,"<p>An indipendent medical monitoring team, unaware of the trial-group assignments, reviewed ARIA, infusion related reactions, and hypersensitivity reations</p>",Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Low risk,"<p>Subjects were assigned to treatments, (allocated 1:1; BAN2401:placebo), based on a computer-generated randomization scheme that was reviewed and approved by an independent statistician.</p><p>Randomization was performed centrally by an IxRS (INTERACTIVE voice and web response system. The IxRS or clinical supply vendor generated the randomized blister card identification numbers. At enrollment (and after successful completion of Visit 1 and Visit 2), the investigator or designee called the IxRS to register the subject information. At randomization (Visit 3), the IxRS assigned each subject a unique 6-digit randomization number &nbsp;</p><p>Subjects and all personnel involved with the conduct and interpretation of the study, including investigators, site personnel, and sponsor staff were blinded to the treatment codes. In the event that emergency conditions require knowledge of the study treatment given, the blind may be broken via the code breaker facility within the IxRS. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;</p><p>Efficacy analyses were performed in the modified intention-to-treat population, which was defined as the group of randomly assigned participants who received at least one dose of lecanemab or placebo and who had a baseline assessment and at least one post-dose primary efficacy (CDR-SB) measurement</p><p>n.of events more than double than of n of participants lost at FU (n: 9)</p><p>An indipendent medical monitoring team, unaware of the trial-group assignments, reviewed ARIA, infusion related reactions, and hypersensitivity reations</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
4,7,Any ARIA H at 18 months,Crenezumab,3,SUBGROUP_AND_OVERALL,CREAD 2 2022,2022,,,,,20,398,,,23,388,,,99.99999999999999,0.8477168450950404,0.4733550733408244,1.5181496722661432,,Low risk,<p>Central randomisation. The Master Medication List was not available at the study center.</p>,Low risk,"<p>Study was double blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>In the safety analysis all randomised participants were included.</p>,Low risk,<p>MRI readers and assessors were blinded.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Low risk,"<p>Central randomisation. The Master Medication List was not available at the study center.</p><p>Study was double blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>In the safety analysis all randomised participants were included.</p><p>MRI readers and assessors were blinded.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
4,8,Any ARIA H at 24 months,Gantenerumab,1,SUBGROUP_AND_OVERALL,Marguerite RoAD 2024,2024,,,,,12,192,,,8,195,,,10.811577174046064,1.5234375,0.6368936685216413,3.6440334252237716,,Low risk,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",Low risk,"<p>The study was double-blind for participants, investigators, and outcome assessors.&nbsp;<br>ARIA outcomes were assessed according to randomized assignment, irrespective of dose modifications or temporary interruptions mandated by protocol-defined ARIA management rules.</p>",Some concerns,<p>There is not evidence that the result was not biased by missing outcome data.</p>,Low risk,"<p>All MRI scans were evaluated by a central blinded reader, minimizing differential ascertainment.</p>",Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.&nbsp;</p><p>The study was double-blind for participants, investigators, and outcome assessors.&nbsp;<br>ARIA outcomes were assessed according to randomized assignment, irrespective of dose modifications or temporary interruptions mandated by protocol-defined ARIA management rules.</p><p>There is not evidence that the result was not biased by missing outcome data.</p><p>All MRI scans were evaluated by a central blinded reader, minimizing differential ascertainment.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
4,8,Any ARIA H at 24 months,Gantenerumab,1,SUBGROUP_AND_OVERALL,SCarlet RoAD 2017,2017,,,,,42,260,,,35,266,,,47.808788444698884,1.2276923076923076,0.8109117597692889,1.858683616569678,,Low risk,<p>Central randomization with minimization and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p>,Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p>",Low risk,<p>Number of event were more than double than number of participants lost at Follow up.</p>,Low risk,<p>All MRIs were centrally read by blinded neuroradiologists.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Low risk,"<p>Central randomization with minimization (biased-coin) and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p><p>Number of event were more than double than number of participants lost at Follow up.</p><p>All MRIs were centrally read by blinded neuroradiologists.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
