Analysis group,Analysis number,Subgroup,Subgroup number,Experimental cases,Experimental N,Control cases,Control N,Weight,Mean,CI start,CI end,Heterogeneity Tau²,Tau² CI start,Tau² CI end,Heterogeneity Chi²,Heterogeneity df,Heterogeneity P,Heterogeneity I²,Effect Z,Effect T,Effect P,ID
5,1,Lecanemab,5,126,898,101,897,11.49928855963713,1.246135526692981,0.9754820579165359,1.5918834572960012,0,,,0,0,1,0,1.7612746764841385,,0.07819192401482114,subgroup:462281532922532343
5,1,Solanezumab,6,302,1708,334,1727,28.76034248549268,0.914789049314858,0.7948586996168266,1.0528148023664992,0,,,0.48862425201093884,1,0.4845416821636118,0,1.2421474262540555,,0.2141821968596277,subgroup:462281532918338034
5,2,Aducanumab,1,59,680,23,344,17.69396378954126,1.29769820971867,0.8159302297730878,2.0639272600248817,0,,,0,0,1,0,1.100712765062837,,0.27102170615242394,subgroup:462941094542485525
5,2,Crenezumab,2,67,404,63,405,38.3593939308086,1.0661244695898162,0.7779320705599281,1.4610805077621585,0,,,0,0,1,0,0.3982173143200783,,0.6904700051042915,subgroup:462959616121852774
5,2,Gantenerumab,3,70,452,78,461,43.94664227965014,0.9127084088364051,0.6799263193272598,1.2251866354944383,0,,,0.42726938419144667,1,0.5133318900993911,0,0.6080208719978708,,0.54317363419615,subgroup:462941090017355771
6,1,Bapineuzumab,1,22,1002,12,972,28.15396048460829,1.790068379862972,0.8693862950973428,3.685754908554734,0,,,0.09412710402081709,1,0.7589945559495185,0,1.5801197379276937,,0.11407944792975988,subgroup:462281697552110261
6,1,Crenezumab,2,0,404,6,398,2.4171773506968823,0.0757834757834758,0.004283471404811773,1.340766555689668,0,,,0,0,1,0,1.7599223957792582,,0.07842096548084365,subgroup:462281697561547455
6,1,Donanemab,3,16,853,10,874,19.727691454487786,1.6393903868698712,0.7481808292082688,3.5921808413687737,0,,,0,0,1,0,1.235103083189754,,0.21679216561330406,subgroup:462281697557353147
6,1,Lecanemab,4,6,898,7,897,12.895902012258146,0.8561883550747693,0.2888765488802598,2.537618585541515,0,,,0,0,1,0,0.2800884639148797,,0.779409635434546,subgroup:462281697559450301
6,1,Solanezumab,5,23,1708,25,1727,36.805268697948904,0.9626030887318018,0.29923199952597435,3.0966096804615733,0.5302859882213702,,,3.9343526312073194,1,0.04730941080728268,74.58285787430462,0.06393434147028537,,0.949022507664681,subgroup:462281697554993848
6,2,Aducanumab,1,3,680,0,344,7.289748394066257,3.5462555066079293,0.18369789583957818,68.45983760820818,0,,,0,0,1,0,0.8381100364206682,,0.4019689149000051,subgroup:462941113872984139
6,2,Crenezumab,2,8,404,5,405,45.071710109695296,1.603960396039604,0.5292239524724195,4.861248135207182,0,,,0,0,1,0,0.8351545651711115,,0.40363069570166277,subgroup:462959646943171567
6,2,Gantenerumab,3,5,452,9,461,47.638541496238446,0.5891857123694396,0.19148271449038431,1.8129041286267973,0,,,0.9053881268063714,1,0.34134117830590927,0,0.9225087538670838,,0.3562632770774552,subgroup:462941110816385098
7,2,Aducanumab,1,,5,,3,3.9735593446495154,0.5168562568898105,-0.9579855762756353,1.9916980900552563,0,,,0,0,1,0,0.6868666360744404,,0.4921667780345733,subgroup:462280208160785041
7,2,Crenezumab,2,,87,,84,96.02644065535048,0.10274442018549163,-0.19726844852848774,0.402757288899471,0,,,0,0,1,0,0.6712224180223323,,0.5020788537398555,subgroup:462280269879181989
8,1,Crenezumab,1,24,404,31,398,100,0.7626956244011498,0.45589111430639045,1.2759726988004287,0,,,0,0,1,0,1.0317561053413264,,0.30218640149758336,subgroup:462282533734974670
8,1,Donanemab,2,74,853,4,874,100,18.955451348182883,6.961564222363965,51.61327603055803,0,,,0,0,1,0,5.756679868196122,,8.578437122412493e-9,subgroup:462282533743101144
8,1,Lecanemab,3,237,898,66,897,100,3.5869103057299045,2.775065239465424,4.636260567275828,0,,,0,0,1,0,9.755570979078321,,1.7461527305012771e-22,subgroup:462282533744936154
9,1,Aducanumab,1,294,2199,116,1097,12.273762378431469,1.2619924431256417,1.0308759899819415,1.5449238724961718,0,,,0.35826426657287186,1,0.5494720342313681,0,2.2546027951472203,,0.024158271855237463,subgroup:462282655825921928
9,1,Bapineuzumab,2,830,2266,638,1759,45.89929526382642,1.0688316280659234,0.9649161485137328,1.1839381597185419,0.0041832956255733415,,,4.838749788238279,3,0.18399281439654103,38.486968731259594,1.2755861072390395,,0.20210189329700157,subgroup:462282655827494794
9,1,Crenezumab,3,44,407,33,399,3.3037247567311026,1.307125307125307,0.8505466384473077,2.0087982143418657,0,,,0,0,1,0,1.2216197565140063,,0.22185147679184858,subgroup:462282655822251910
9,1,Donanemab,4,231,860,173,876,10.875014215364295,1.3601021642693911,1.1438559026274127,1.6172298390043287,0,,,0,0,1,0,3.4813117844263513,,0.0004989643157722605,subgroup:462282655831689104
9,1,Lecanemab,5,169,898,140,897,9.276837614657177,1.2057986000636334,0.983299869485978,1.4786438085011375,0,,,0,0,1,0,1.7981465334482798,,0.07215378975457563,subgroup:462282655833261970
9,1,Solanezumab,6,289,1713,306,1735,18.371365770989524,0.9588564559191746,0.8246170992596528,1.1149486275306792,0.000808166894458593,,,1.0732208074533403,1,0.30021949045372487,6.822529617841338,0.5459787041041125,,0.5850805783476389,subgroup:462282655830116237
9,2,Crenezumab,1,319,404,321,409,94.25372594347031,1.006068597513957,0.9366708778300015,1.0806079775306114,0,,,0,0,1,0,,0,0.8682265915514285,subgroup:462959748530787618
9,2,Gantenerumab,2,69,260,67,266,5.746274056529666,1.0536165327210103,0.7888018745680653,1.4073341276361955,0,,,0,0,1,0,,0,0.7236128247342862,subgroup:462959743223944425
10,1,MCI,1,,761,,796,21.188836425066388,-0.10779049976034022,-0.3495111158140841,0.13393011629340368,0.0019842918563208823,,,2.43066731674119,2,0.29661110154231296,19.93147221013956,,1.9186823872366137,0.059550708675788724,subgroup:464072319916157429
10,1,MILD dementia,2,,3282,,3303,78.81116357493362,-0.09462099157742654,-0.16867412045024638,-0.020567862704606713,0.0014129459142131183,,,9.530414710395855,7,0.2167821711457949,20.669476410798428,,3.021386060725153,0.0014582047536064009,subgroup:464072330514901499
10,2,MCI,1,,761,,796,24.75517370270846,0.0660848928146161,-0.20340676688862686,0.33557655251785906,0.005234342984911748,,,3.1895520788197276,2,0.20295410756796817,39.65217122483749,,1.0550988670924804,0.31852856430525267,subgroup:464072517961755549
10,2,MILD dementia,2,,2321,,2417,75.24482629729157,0.13060623952112524,-0.002433520087885388,0.26364599913013587,7.891025556763641e-10,,,6.182498060247815,3,0.10306119753845222,0.000020043605245232585,,3.124234030739924,0.000007290522799499719,subgroup:464072520565369766
10,3,MCI,1,,761,,796,41.81480775794297,-0.05429466007526183,-0.4067709785946615,0.2981816584441378,0.012516484398694312,,,5.199511330422935,2,0.07429184134629196,61.09436007006286,,0.6627709591298118,0.5120973159667264,subgroup:464072556412251241
10,3,MILD dementia,2,,2322,,2413,58.185192242057035,-0.12896577965942485,-0.39843206703105355,0.14050050771220385,0.01420136678547549,,,13.312686476762913,3,0.004006981959775557,78.30813469756717,,1.5231095250889484,0.08292720567391942,subgroup:464072559356390506
10,4,MCI,1,,594,,621,99.02233066218974,0.19663641667155798,-0.7773034128438565,1.1705762461869724,0.005112418011499999,,,1.7695847499595523,1,0.18343360205030745,43.489567254529234,,2.565356188527966,0.010306993790438167,subgroup:464072657293651337
10,4,MILD dementia,2,,5,,3,0.9776693378102604,0.611056,-0.8807294275889868,2.102841427588987,0,,,0,0,1,0,,0,0.42207391478359124,subgroup:464072658567933325
10,5,MCI,1,387,1095,29,1076,46.39521560953992,13.045440137670317,9.030597619409846,18.84520998031815,0,,,0.27206627275860507,1,0.60194910823941,0,13.686166452301306,,1.2282023965269135e-42,subgroup:464072707533287038
10,5,MILD dementia,2,471,4487,36,4356,53.60478439046008,9.359238772824135,4.130097862046633,21.20902538694991,0.7130660667577077,,,15.721881340452574,6,0.015327221063513252,71.5258581519144,5.358014701848089,,8.414139507708933e-8,subgroup:464072709197115007
10,6,MCI,1,35,260,2,266,38.154696935444846,17.903846153846153,4.350772528839474,73.67604373150134,0,,,0,0,1,0,3.9970862610110744,,0.00006412693776292763,subgroup:464072743428140817
10,6,MILD dementia,2,25,872,3,539,61.845303064555154,6.300269546290717,2.0739202814359183,19.139306708759197,0,,,0.01943706321571969,1,0.8891207511304386,0,3.246626631202761,,0.0011678148302508714,subgroup:464072744732045074
10,7,MCI,1,42,260,35,266,80.33209480657375,1.2276923076923076,0.8109117597692889,1.858683616569678,0,,,1.7205250586069484e-32,0,0,0,0.9694438102740102,,0.3323238149405914,subgroup:464072796986257314
10,7,MILD dementia,2,14,872,8,539,19.66790519342624,1.583732251262417,0.6849646229299073,3.661806405358529,0,,,0.0996758064529059,1,0.7522190515690469,0,1.0751494969817845,,0.28230781833312846,subgroup:464072798110855075
10,8,MCI,1,147,1095,151,1076,20.886783843074298,0.9570964791588309,0.7749485528033471,1.1820573986550633,0,,,0.2772448699229223,1,0.5985127977300325,0,0.40712201735070197,,0.6839183742305948,subgroup:464072831536836747
10,8,MILD dementia,2,702,3563,669,3573,79.11321615692572,1.0570207720119786,0.9177078517902094,1.2174821325602165,0.013581950036561683,,,8.468685850825919,4,0.07584223163459769,52.56798396952398,0.7690379175047495,,0.4418708077319351,subgroup:464072832914665612
10,9,MCI,1,46,260,55,266,47.33855834720229,0.8556643356643356,0.6015715997700242,1.2170811514502813,0,,,0,0,1,0,0.8671168089181972,,0.38587802066979715,subgroup:464072897341010120
10,9,MILD dementia,2,83,872,46,539,52.66144165279773,1.1898701321218976,0.837782716418237,1.68992616291811,0,,,0.3134514685712165,1,0.5755700228263972,0,0.9711767744695503,,0.33146026980429044,subgroup:464072899030003913
10,10,MCI,1,2,260,6,266,43.6099976710939,0.34102564102564104,0.06946398082624776,1.6742272247231282,0,,,0,0,1,0,1.325158209218034,,0.1851186829944805,subgroup:464072933094195378
10,10,MILD dementia,2,6,872,3,539,56.3900023289061,1.3429429490856106,0.33140601144750387,5.441952475821155,0,,,0.53221307274536,1,0.46567799873053817,0,0.4130152645042532,,0.679595431173915,subgroup:464072934382108851
10,11,MCI,1,294,2199,116,1097,14.493324936616556,1.2619924431256417,1.0308759899819415,1.5449238724961718,0,,,0.35826426657287186,1,0.5494720342313681,0,2.2546027951472203,,0.024158271855237463,subgroup:464072987955429761
10,11,MILD dementia,2,1350,4839,1117,4370,85.50667506338347,1.0819664458620073,0.9735615767314243,1.2024420621667682,0.012229219091932482,,,15.56562748298041,6,0.016285408547019986,61.46897153364185,1.462535751139154,,0.14359445483803826,subgroup:464072989253042564
11,1,Aducanumab,1,,599,,624,19.916901389354106,-0.14145471534214177,-0.4684727905027417,0.18556335981845817,0.004358205375369822,,,2.789076386866231,2,0.24794778594945077,25.029903766966584,,1.8611525299228944,0.055219973816026655,subgroup:462963492477954330
11,1,Crenezumab,2,,12,,15,0.46130798882625157,-0.3377306247437116,-1.1030536622352447,0.42759241274782145,0,,,0,0,1,0,,0,0.38708510438753063,subgroup:462963492487129379
11,1,Donanemab,3,,607,,677,19.3684369910203,-0.17461605996336704,-0.28438211418742354,-0.06485000573931052,0,,,0,0,1,0,,0,0.001821355395721549,subgroup:462963492490537253
11,1,Gantenerumab,4,,167,,175,5.779600833087377,-0.02475644808313742,-0.23678810339241202,0.18727520722613716,0,,,1.0285260062983354e-33,0,0,0,,0,0.8189917270032893,subgroup:462963492498925868
11,1,Lecanemab,5,,854,,872,24.91329115219339,-0.16356516579866837,-0.258081715008226,-0.06904861658911071,0,,,3.3126911281357272e-31,0,0,0,,0,0.0006943348832166632,subgroup:462963492493158695
11,1,Solanezumab,6,,1057,,1072,29.56046164551856,-0.0739546137730699,-0.15894106745847214,0.011031839912332322,0,,,0,0,1,0,,0,0.08809247994008451,subgroup:462963492495780137
11,2,Aducanumab,1,,599,,624,24.357038273853117,0.09311337833250502,-0.7131971113805522,0.8994238680455622,0.016249012869483735,,,8.508447098343009,2,0.014204142706883971,55.24910636568021,,0.4968737689822135,0.3822879108818209,subgroup:462963475046164701
11,2,Crenezumab,2,,12,,15,0.533531895328452,0.16793884927381217,-0.5926977031526056,0.92857540170023,0,,,0,0,1,0,,0,0.6652072649428498,subgroup:462963475051931873
11,2,Donanemab,3,,600,,679,25.528256374786228,0.14556071158732342,0.03559766079525875,0.2555237623793881,0,,,0,0,1,0,,0,0.009474210427111376,subgroup:462963475054815459
11,2,Gantenerumab,4,,167,,175,6.864676652187828,0.0480863852762042,-0.1639680377132999,0.2601408082657083,0,,,0,0,1,0,,0,0.6567172891476809,subgroup:462963475060582632
11,2,Solanezumab,5,,1057,,1072,42.71649680384437,0.09752706631305172,0.012519120328568473,0.18253501229753497,0,,,0,0,1,0,,0,0.024537454419055815,subgroup:462963475057699045
11,3,Aducanumab,1,,602,,627,30.048866253508464,-0.0668405948783844,-0.6216897388800254,0.48800854912325653,0.02054130858746536,,,5.581466865798976,2,0.061376229420405215,61.52869152768006,,0.5183244337758338,0.5584745839218255,subgroup:462963566603364951
11,3,Crenezumab,2,,12,,15,1.5055616357302721,-0.8031462679187891,-1.5968378115421122,-0.0094547242954659,0,,,0,0,1,0,,0,0.04733261842316042,subgroup:462963566595238482
11,3,Donanemab,3,,598,,672,18.037606590972796,-0.2931287586575765,-0.40390175211272944,-0.18235576520242353,0,,,0,0,1,0,,0,2.143071199661204e-7,subgroup:462963566606772827
11,3,Gantenerumab,4,,167,,175,11.406949340644848,0.05066915011037524,-0.1613886898232896,0.2627269900440401,0,,,4.113088079565617e-33,0,0,0,,0,0.6395598773277675,subgroup:462963566612277855
11,3,Lecanemab,5,,859,,875,19.186151225551278,-0.19222440616983708,-0.2865815667072063,-0.09786724563246783,0,,,3.3238922154136087e-31,0,0,0,,0,0.0000652870080351333,subgroup:462963566609394269
11,3,Solanezumab,6,,1057,,1072,19.814864953592334,-0.09136907215605586,-0.17637083393918862,-0.006367310372923096,0,,,0,0,1,0,,0,0.035136573266654224,subgroup:462963566600481364
11,4,Crenezumab,1,,12,,15,1.2194810974402204,0.3280886894908053,-0.4368849247052403,1.093062303686851,0,,,0,0,1,0,,0,0.40056826124401224,subgroup:462963688890920169
11,4,Solanezumab,2,,1057,,1072,98.78051890255978,0.08520087771527177,0.00020490657405014545,0.1701968488564934,0,,,0,0,1,0,,0,0.04945024083656338,subgroup:462963688885939430
11,5,Aducanumab,1,387,1095,29,1076,47.22749631464288,13.045440137670317,9.030597619409846,18.84520998031815,0,,,0.27206627275860507,1,0.60194910823941,0,13.686166452301306,,1.2282023965269135e-42,subgroup:462963700962913550
11,5,Crenezumab,2,1,398,0,388,0.6249259912755074,2.9248120300751883,0.11951309131104863,71.57814526785407,0,,,0,0,1,0,0.6578431199784812,,0.5106389475007329,subgroup:462963700979166493
11,5,Donanemab,3,205,853,18,874,28.61974079268594,11.66927185098346,7.275124533987975,18.717467295025138,0,,,0,0,1,0,10.1916834386924,,2.1599114176625898e-24,subgroup:462963700974447897
11,5,Lecanemab,4,113,898,15,897,22.695404756845054,7.524944320712696,4.426580621513425,12.791992707560027,0,,,0,0,1,0,7.455098121959819,,8.980097306217657e-14,subgroup:462963700977069339
11,5,Solanezumab,5,1,1057,1,1067,0.8324321445506245,1.009460737937559,0.06322306747084952,16.117708649731053,0,,,0,0,1,0,0.006661442220504219,,0.9946849774079015,subgroup:462963700971302166
11,6,Aducanumab,1,147,1095,151,1076,27.730194984628927,0.9570964791588309,0.7749485528033471,1.1820573986550633,0,,,0.2772448699229223,1,0.5985127977300325,0,0.40712201735070197,,0.6839183742305948,subgroup:462963717078478235
11,6,Crenezumab,2,33,404,42,398,7.711365419405013,0.7740452616690241,0.5013086222133811,1.1951640976508928,0,,,0,0,1,0,1.155584486162405,,0.2478511764565443,subgroup:462963717098925480
11,6,Donanemab,3,148,853,138,874,21.494567576198023,1.0988667448221963,0.8890498331464223,1.3582007193035028,0,,,0,0,1,0,0.8721117363849611,,0.38314743330034184,subgroup:462963717093944740
11,6,Lecanemab,4,126,898,101,897,18.104233971399356,1.246135526692981,0.9754820579165359,1.5918834572960012,0,,,0,0,1,0,1.7612746764841385,,0.07819192401482114,subgroup:462963717096566182
11,6,Solanezumab,5,175,1054,202,1067,24.9596380483687,0.8770220001127248,0.7298891601778754,1.053814237348417,0,,,0,0,1,0,1.4005314861395688,,0.16135422153108814,subgroup:462963717089226145
11,7,Crenezumab,1,0,404,6,398,6.024822079560601,0.0757834757834758,0.004283471404811773,1.340766555689668,0,,,0,0,1,0,1.7599223957792582,,0.07842096548084365,subgroup:462963723029933574
