Analysis.group,Analysis.number,Analysis.name,Subgroup,Subgroup.number,Applicability,Study,Study.year,GIV.Mean,GIV.SE,Experimental.mean,Experimental.SD,Experimental.cases,Experimental.N,Control.mean,Control.SD,Control.cases,Control.N,O.E,Variance,Weight,Mean,CI.start,CI.end,Footnotes,Bias.arising.from.the.randomization.process..judgement.,Bias.arising.from.the.randomization.process..support.,Bias.due.to.deviations.from.intended.interventions..judgement.,Bias.due.to.deviations.from.intended.interventions..support.,Bias.due.to.missing.outcome.data..judgement.,Bias.due.to.missing.outcome.data..support.,Bias.in.measurement.of.the.outcome..judgement.,Bias.in.measurement.of.the.outcome..support.,Bias.in.selection.of.the.reported.result..judgement.,Bias.in.selection.of.the.reported.result..support.,Overall.bias..judgement.,Overall.bias..support.,amyloid_change_cl,amyloid_source,mapping_note,analysis_id,is_rr,is_md,yi,sei,vi,biomarker_confirmed,approved_generation,active_2026,clearance_ge_2cl,clearance_ge_4cl,clearance_ge_6cl,clearance_ge_8cl,clearance_ge_10cl,clearance_ge_12cl,demonstrated_clearance,response_primary
2,1,CDR-SB scale at 18 months,Aducanumab,1,SUBGROUP_AND_OVERALL,ENVISION,2022,NA,NA,1.56,1.635,NA,8,0.67,0.408,NA,6,NA,NA,0.6246851396738263,0.6528580708871715,-0.4434098046021674,1.7491259463765103,NA,Some concerns,"<p>The study was labeled randomized, but no details on sequence generation or allocation concealment were available. Baseline characteristics were not reported.</p>",High risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions. No information about analysis methods.</p>",Some concerns,<p>The trial report provides no information about the extent of missing outcome data.</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Some concerns,"<p>The prespecified statistical analysis plan was not publicly available. Multiple potential clinical outcomes and analyses existed, creating some uncertainty regarding selective reporting.</p>",High risk,"<p>The study was labeled randomized, but no details on sequence generation or allocation concealment were available. Baseline characteristics were not reported.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions. No information about analysis methods.</p><p>The trial report provides no information about the extent of missing outcome data.</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding</p><p>The prespecified statistical analysis plan was not publicly available. Multiple potential clinical outcomes and analyses existed, creating some uncertainty regarding selective reporting.</p>",NA,Not available,No matched trial-level Centiloid estimate,2.1,FALSE,FALSE,0.6528580708871715,0.5593306224688619,0.3128507452314045,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,CDR-SB scale at 18 months,Crenezumab,2,SUBGROUP_AND_OVERALL,CREAD 2 2022,2022,NA,NA,1.89,1.53,NA,12,3.19,1.6,NA,15,NA,NA,1.1594191300883518,-0.8031462679187892,-1.5968378115421125,-0.00945472429546601,NA,Low risk,<p>Central randomisation. The Master Medication List was not available at the study center.</p>,Some concerns,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>Included in Modified intention-to-treat analyses (MITT): CRE 3% Placebo 4%. Missingness in the outcome could not depend on its true value.</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>Central randomisation. The Master Medication List was not available at the study center.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>Included in Modified intention-to-treat analyses (MITT): CRE 3% Placebo 4%. Missingness in the outcome could not depend on its true value.</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>",-3.79,Imbimbo 2024 Table 1,"Crenezumab 60 mg/kg, 53 weeks",2.1,FALSE,FALSE,-0.8031462679187892,0.4049521062039206,0.16398620831899138,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,CDR-SB scale at 18 months,Donanemab,3,SUBGROUP_AND_OVERALL,TRAILBLAZER-ALZ 2 2023,2023,NA,NA,1.72,2.445404,NA,598,2.42,2.333067,NA,672,NA,NA,15.375065314939157,-0.2931287586575765,-0.40390175211272944,-0.18235576520242353,NA,Low risk,"<p>Eligible participants were randomly assigned in a 1:1 ratio (Figure 1) by a computer-generated sequence using interactive web response systems, with stratification by baseline tau categorization and enrolling sites; the randomization block size was 4</p>",Low risk,"<p>This is a double-blind study, with design to maintain blinding to treatment. To preserve the blinding of the study, a minimal number of Lilly personnel will see the randomization table and treatment assignments before the study is complete. Investigational product will be prepared by an unblinded pharmacist or other qualified unblinded personnel and will be administered by a blinded nurse or other qualified blinded personnel, as described in the pharmacy preparation instructions. Emergency unblinding at a participant level for AEs may be performed through the IWRS.&nbsp;<br>All unblinding events are recorded and reported by the IWRS. attempts to minimize bias included blinding CDR raters to adverse event information. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>The efficacy analyses were conducted by using the evaluable<br>efficacy population (participants with a baseline and at least 1 post baseline efficacy measurement based on randomized treatment</p>",Some concerns,"<p>30% and 23.3% of participants with missing data in the exp and ctrl group, respectively. % missing balanced between groups</p>",Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>&nbsp;Eligible participants were randomly assigned in a 1:1 ratio (Figure 1) by a computer-generated sequence using interactive web response systems, with stratification by baseline tau categorization and enrolling sites; the randomization block size was 4</p><p>This is a double-blind study, with design to maintain blinding to treatment. To preserve the blinding of the study, a minimal number of Lilly personnel will see the randomization table and treatment assignments before the study is complete. Investigational product will be prepared by an unblinded pharmacist or other qualified unblinded personnel and will be administered by a blinded nurse or other qualified blinded personnel, as described in the pharmacy preparation instructions. Emergency unblinding at a participant level for AEs may be performed through the IWRS.&nbsp;<br>All unblinding events are recorded and reported by the IWRS. attempts to minimize bias included blinding CDR raters to adverse event information. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;</p><p>The efficacy analyses were conducted by using the evaluable<br>efficacy population (participants with a baseline and at least 1 post baseline efficacy measurement based on randomized treatment</p><p>30% and 23.3% of participants with missing data in the exp and ctrl group, respectively</p><p>% missing balanced between groups</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",-86.33,Imbimbo 2024 Table 1,"Donanemab, 76 weeks",2.1,FALSE,FALSE,-0.2931287586575765,0.05651787192464567,0.0031942698468906514,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,1,CDR-SB scale at 18 months,Solanezumab,4,SUBGROUP_AND_OVERALL,EXPEDITION - EXPEDITION 2 2016,2016,NA,NA,1.53,3.337229,NA,659,1.69,3.347342,NA,663,NA,NA,15.574171082918298,-0.04784395515879964,-0.15567074001790648,0.05998282970030719,NA,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>There is evidence that the result was not biased by missing outcome data.</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>There is evidence that the result was not biased by missing outcome data.</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>",NA,Not available,No plaque PET reduction estimate; soluble-Aβ target,2.1,FALSE,FALSE,-0.04784395515879964,0.05501467665203585,0.003026614647128058,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,CDR-SB scale at 18 months,Solanezumab,4,SUBGROUP_AND_OVERALL,EXPEDITION 3 2018,2018,NA,NA,5.72,3.18,NA,1057,6.02,3.38,NA,1072,NA,NA,17.086282522604158,-0.09136907215605586,-0.17637083393918862,-0.00636731037292309,NA,Low risk,<p>Assignment to treatment groups was determined by a computergenerated random sequence using an interactive web response system (IWRS).</p>,Low risk,"<p>patients and site personnel were e blinded to therapy. In order to preserve blinding, a minimal number of Lilly and contract research organization (CRO) personnel saw the randomization table and treatment assignments before the study is complete. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;</p><p>Analyses were conducted on the basis of a modified intention-to-treat principle and involved only patients who had outcome measurements both at and after baseline&nbsp;</p>",Some concerns,"<p>it was stated that ""Analyses were conducted on the basis of a modified intention-to-treat principle and involved only patients who had outcome measurements both at and after baseline"". however, it is not reported in the results whether all the participants provided outcome after baseline</p>",Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Assignment to treatment groups was determined by a computer generated random sequence using an interactive web response system (IWRS).</p><p>patients and site personnel were e blinded to therapy. In order to preserve blinding, a minimal number of Lilly and contract research organization (CRO) personnel saw the randomization table and treatment assignments before the study is complete. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>Analyses were conducted on the basis of a modified intention-to-treat principle and involved only patients who had outcome measurements both at and after baseline&nbsp;</p><p>it was stated that ""Analyses were conducted on the basis of a modified intention-to-treat principle and involved only patients who had outcome measurements both at and after baseline"". however, it is not reported in the results whether all the participants provided outcome after baseline</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",NA,Not available,No plaque PET reduction estimate; soluble-Aβ target,2.1,FALSE,FALSE,-0.09136907215605586,0.043369042724058116,0.0018808738668011783,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,CDR-SB scale at 18 months,Lecanemab,5,SUBGROUP_AND_OVERALL,CLARITY AD 2023,2023,NA,NA,1.21,2.34,NA,859,1.66,2.34,NA,875,NA,NA,16.476403070688097,-0.19222440616983708,-0.2865815667072063,-0.09786724563246783,NA,Low risk,"<p>Subjects were assigned to treatments, (allocated 1:1; BAN2401:placebo), based on a computer-generated randomization scheme that was reviewed and approved by an independent statistician.<br>Randomization was performed centrally by an IxRS (INTERACTIVE voice and web response system. The IxRS or clinical supply vendor generated the randomized blister card identification numbers. At enrollment (and after<br>successful completion of Visit 1 and Visit 2), the investigator or designee called the IxRS to register the subject information. At randomization (Visit 3), the IxRS assigned each subject a unique 6-digit randomization number&nbsp;</p>",Low risk,"<p>Randomization was performed centrally by an IxRS (INTERACTIVE voice and web response system. The IxRS or clinical supply vendor generated the randomized blister card identification numbers. At enrollment (and after successful completion of Visit 1 and Visit 2), the investigator or designee called the IxRS to register the subject information. At randomization (Visit 3), the IxRS assigned each subject a unique 6-digit randomization number &nbsp;subjects and all personnel involved with the conduct and interpretation of the study, including investigators, site personnel, and sponsor staff were blinded to the treatment codes. In the event that emergency conditions require knowledge of the study treatment given, the blind may be broken via the code breaker facility within the IxRS. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>Efficacy analyses were performed in the modified intention-to-treat population, which was defined as the group of randomly assigned participants who received at least one dose of lecanemab or placebo and who had a baseline assessment and at least one post-dose primary efficacy (CDR-SB) measurement</p>",Low risk,<p>Less than 5% off participants with missing data ( n.61)&nbsp;</p>,Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Subjects were assigned to treatments, (allocated 1:1; BAN2401:placebo), based on a computer-generated randomization scheme that was reviewed and approved by an independent statistician.</p><p>Randomization was performed centrally by an IxRS (INTERACTIVE voice and web response system. The IxRS or clinical supply vendor generated the randomized blister card identification numbers. At enrollment (and after successful completion of Visit 1 and Visit 2), the investigator or designee called the IxRS to register the subject information. At randomization (Visit 3), the IxRS assigned each subject a unique 6-digit randomization number &nbsp;subjects and all personnel involved with the conduct and interpretation of the study, including investigators, site personnel, and sponsor staff were blinded to the treatment codes. In the event that emergency conditions require knowledge of the study treatment given, the blind may be broken via the code breaker facility within the IxRS. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>Efficacy analyses were performed in the modified intention-to-treat population, which was defined as the group of randomly assigned participants who received at least one dose of lecanemab or placebo and who had a baseline assessment and at least one post-dose primary efficacy (CDR-SB) measurement</p><p>Less than 5% off participants with missing data ( n.61)&nbsp;</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",-59.12,Imbimbo 2024 Table 1,Lecanemab 10 mg/kg every 2 weeks,2.1,FALSE,FALSE,-0.19222440616983708,0.048142293063365704,0.0023176803813989896,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,1,CDR-SB scale at 18 months,Gantenerumab,6,SUBGROUP_AND_OVERALL,SCarlet RoAD 2017,2017,NA,NA,1.73,2.56,NA,167,1.6,2.56,NA,175,NA,NA,9.323530229962463,0.05066915011037523,-0.1613886898232896,0.2627269900440401,NA,Low risk,<p>Central randomization with minimization and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p>,Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p>",Low risk,<p>Availability of data from 95% of the participants.&nbsp;</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>Central randomization with minimization (biased-coin) and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p><p>Availability of data from 95% of the participants.&nbsp;</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>",-12.64,Imbimbo 2024 Table 1,Gantenerumab 225 mg every 4 weeks,2.1,FALSE,FALSE,0.05066915011037523,0.1081947635805301,0.0117061068662468,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,2,CDR-SB scale at 24 months,Gantenerumab,1,SUBGROUP_AND_OVERALL,Marguerite RoAD 2024,2024,-0.125093,0.305765,NA,NA,NA,17,NA,NA,NA,29,NA,NA,19.747878238438208,-0.125093,-0.7243813877328897,0.4741953877328897,NA,Low risk,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",Low risk,"<p>Study was double blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Some concerns,<p>About 69% receiving placebo and 71% receiving gantenerumab completed. There is not evidence that the result was not biased by missing outcome data.</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.&nbsp;</p><p>Study was double blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>About 69% receiving placebo and 71% receiving gantenerumab completed. There is not evidence that the result was not biased by missing outcome data.</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>",NA,Neve 2024 doi:10.3233/JAD-240221,Prior -59.65 CL mapping quarantined: high-dose extension PET cannot establish placebo-adjusted removal during the low-dose randomized phase; compatible PET estimate unknown,2.2,FALSE,FALSE,-0.125093,0.3057650000000001,0.09349223522500007,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,CDR-SB scale at 24 months,Crenezumab,2,SUBGROUP_AND_OVERALL,CREAD 2022,2022,0.07009,0.151677,NA,NA,NA,86,NA,NA,NA,88,NA,NA,80.2521217615618,0.07009,-0.22719145728308185,0.3673714572830818,NA,Low risk,<p>Central randomisation. The Master Medication List was not available at the study center.</p>,Some concerns,"<p>Study was double blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>Included in Modified intention-to-treat analyses (MITT): CRE 21% Placebo 21%. Missingness in the outcome could not depend on its true value.</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>Central randomisation. The Master Medication List was not available at the study center.</p><p>Study was double blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>Included in Modified intention-to-treat analyses (MITT): CRE 21% Placebo 21%. Missingness in the outcome could not depend on its true value.</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>",-1.99,Imbimbo 2024 Table 1,"Crenezumab 60 mg/kg, 105 weeks",2.2,FALSE,FALSE,0.07009,0.15167700000000006,0.023005912329000018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,3,CDR-SB scale above 24 months,NA,NA,SUBGROUP_AND_OVERALL,GRADUATE I 2023,2023,NA,NA,3.35,3.127363,NA,499,3.65,3.523634,NA,485,NA,NA,50.21864864627823,-0.0900598093928467,-0.21509877720365,0.03497915841795661,NA,Low risk,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was &nbsp;1:1, one active to one placebo. The randomization method was stratified by &nbsp;block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent)</p>",Low risk,"<p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was &nbsp;administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>The primary efficacy analysis was &nbsp;based on an intent-to-treat (ITT) population, which &nbsp;included all randomized participants during the global enrollment phase, with participants grouped according to their randomly assigned treatment</p>",Low risk,<p>only 1 patient lost at FU in the placebo group</p>,Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding)</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was 1:1, one active to one placebo. The randomization method was stratified by block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent),</p><p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was &nbsp;administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>The primary efficacy analysis was &nbsp;based on an intent-to-treat (ITT) population, which &nbsp;included all randomized participants during the global enrollment phase, with participants grouped according to their randomly assigned treatment</p><p>only 1 patient lost at FU in the placebo group</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding)</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",-66.44,Bateman 2023 NEJM,"Adjusted active-placebo Centiloid difference, week 116",2.3,FALSE,FALSE,-0.0900598093928467,0.06379656401704051,0.004070001580380348,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,3,CDR-SB scale above 24 months,NA,NA,SUBGROUP_AND_OVERALL,GRADUATE II 2023,2023,NA,NA,2.85,3.124228,NA,498,3.01,3.276049,NA,477,NA,NA,49.781351353721774,-0.04997081285137941,-0.175557773481756,0.07561614777899717,NA,Low risk,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was 1:1, one active to one placebo. The randomization method was stratified by block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent)</p>",Low risk,"<p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was &nbsp;administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>The primary efficacy analysis was &nbsp;based on an intent-to-treat (ITT) population, which &nbsp;included all randomized participants during the global enrollment phase, with participants grouped according to their randomly assigned treatment</p>",Low risk,<p>no participants lost at follow up</p>,Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Randomization was performed centrally using an interactive voice or Web-based response system (IxRS). The ratio was 1:1, one active to one placebo. The randomization method was stratified by block-randomization. Randomization to treatment allocation was stratified by geographic region (Western Europe vs. Rest of the World vs. North America), patient APOE ε4 status (carrier vs. non-carrier), patient stage of disease (prodromal vs. mild AD), use of AD medication (present vs. absent),</p><p>Double blind. Placebo of identical composition (except protein) and identical volume to gantenerumab was &nbsp;administered by SC injection to all patients randomized to placebo at the same frequency and using the same route of administration. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>The primary efficacy analysis was &nbsp;based on an intent-to-treat (ITT) population, which &nbsp;included all randomized participants during the global enrollment phase, with participants grouped according to their randomly assigned treatment</p><p>No participants lost at FU&nbsp;</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding)</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",-56.46,Bateman 2023 NEJM,"Adjusted active-placebo Centiloid difference, week 116",2.3,FALSE,FALSE,-0.04997081285137941,0.06407615732788487,0.004105753937907853,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,4,CDR-SB 24 months mean difference,NA,NA,SUBGROUP_AND_OVERALL,CREAD 2022,2022,0.17,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.11409395973153,0.17,-0.6531848735068227,0.9931848735068228,NA,Low risk,<p>Central randomisation. The Master Medication List was not available at the study center.</p>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99,Imbimbo 2024 Table 1,"Crenezumab 60 mg/kg, 105 weeks",2.4,FALSE,TRUE,0.17,0.42000000000000015,0.17640000000000014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,4,CDR-SB 24 months mean difference,NA,NA,SUBGROUP_AND_OVERALL,Marguerite RoAD 2024,2024,-0.25,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.88590604026845,-0.25,-1.4259783907240324,0.9259783907240324,NA,Low risk,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neve 2024 doi:10.3233/JAD-240221,Prior -59.65 CL mapping quarantined: high-dose extension PET cannot establish placebo-adjusted removal during the low-dose randomized phase; compatible PET estimate unknown,2.4,FALSE,TRUE,-0.25,0.6000000000000001,0.3600000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,1,DAD total score at 18 months,NA,NA,SUBGROUP_AND_OVERALL,3000 Non Carriers 2016,2016,NA,NA,-19.1,18.097204,NA,213,-18.8,18.301352,NA,155,NA,NA,22.539901454935013,-0.01646474960027812,-0.22339481859563692,0.19046531939508063,NA,Low risk,<p>Allocation of patients to treatment groups using stratified block randomization proceeded through the entering of subject information by the study coordinator or delegate and the dispenser (unblinded pharmacist) into an interactive voice/web response system.&nbsp;</p>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52,Imbimbo 2024 Table 1,Highest-dose bapineuzumab arm,3.1,FALSE,FALSE,-0.01646474960027812,0.10557850584377917,0.011146820896204914,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,1,DAD total score at 18 months,NA,NA,SUBGROUP_AND_OVERALL,3001 Carriers 2016,2016,NA,NA,-10.1,15.056235,NA,198,-10.7,15.466299,NA,146,NA,NA,21.694962823845017,0.03930575318456895,-0.17451986528750046,0.2531313716566384,NA,Low risk,<p>Allocation of patients to treatment groups using stratified block randomization proceeded through the entering of subject information by the study coordinator or delegate and the dispenser (unblinded pharmacist) into an interactive voice/web response system.&nbsp;</p>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.6,Imbimbo 2024 Table 1,Bapineuzumab 0.5 mg/kg arm,3.1,FALSE,FALSE,0.03930575318456895,0.10909670797968671,0.011902091692005037,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
3,1,DAD total score at 18 months,NA,NA,SUBGROUP_AND_OVERALL,Bapineuzumab-301 2014,2014,NA,NA,-8.4,19.56,NA,201,-12.5,19.37,NA,334,NA,NA,26.887868108840628,0.21059205769464584,0.03516825669746185,0.38601585869182986,NA,Low risk,<p>A large multicentre trial run by the sponsor and academic centres experienced in clinical trials.</p>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,No unambiguous matched trial-level estimate,3.1,FALSE,FALSE,0.21059205769464584,0.08950358393363583,0.008010891536965395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
